timestamp_est,anonymous_id,language,question,detected_language,roundtrip_translated_questions_0,roundtrip_translated_questions_1,paraphrased_0,paraphrased_1,paraphrased_2,paraphrased_3,paraphrased_4,paraphrased_5,paraphrased_6,paraphrased_7,paraphrased_8,paraphrased_9,paraphrased_10,paraphrased_11,paraphrased_12,paraphrased_13,paraphrased_14,paraphrased_15,paraphrased_16,paraphrased_17,paraphrased_18,paraphrased_19,paraphrased_20,paraphrased_21,paraphrased_22,paraphrased_23,paraphrased_24,paraphrased_25,paraphrased_26,paraphrased_27,paraphrased_28,paraphrased_29,paraphrased_30,paraphrased_31,paraphrased_32,paraphrased_33,paraphrased_34,paraphrased_35,paraphrased_36,paraphrased_37,paraphrased_38,paraphrased_39,paraphrased_40,paraphrased_41,paraphrased_42,paraphrased_43,paraphrased_44,paraphrased_45,paraphrased_46,paraphrased_47,paraphrased_48,paraphrased_49,paraphrased_50,paraphrased_51,paraphrased_52,paraphrased_53,paraphrased_54,paraphrased_55,paraphrased_56,paraphrased_57,paraphrased_58,paraphrased_59,paraphrased_60,paraphrased_61,paraphrased_62,paraphrased_63,paraphrased_64,paraphrased_65,paraphrased_66,paraphrased_67,paraphrased_68,paraphrased_69,paraphrased_70,paraphrased_71,paraphrased_72,paraphrased_73,paraphrased_74,paraphrased_75,paraphrased_76,paraphrased_77,paraphrased_78,paraphrased_79,paraphrased_80,paraphrased_81,paraphrased_82,paraphrased_83,paraphrased_84,paraphrased_85,paraphrased_86,paraphrased_87,paraphrased_88,paraphrased_89,paraphrased_90,paraphrased_91,paraphrased_92,paraphrased_93,paraphrased_94,paraphrased_95,paraphrased_96,paraphrased_97,paraphrased_98,paraphrased_99,paraphrased_100,paraphrased_101,paraphrased_102,paraphrased_103,paraphrased_104,paraphrased_105,paraphrased_106,paraphrased_107,paraphrased_108,paraphrased_109,paraphrased_110,paraphrased_111,paraphrased_112,paraphrased_113,paraphrased_114,paraphrased_115,paraphrased_116,paraphrased_117,paraphrased_118,paraphrased_119,paraphrased_120,paraphrased_121,paraphrased_122,paraphrased_123,paraphrased_124,paraphrased_125,paraphrased_126,paraphrased_127,paraphrased_128,paraphrased_129,paraphrased_130,paraphrased_131,paraphrased_132,paraphrased_133,paraphrased_134,paraphrased_135,paraphrased_136,paraphrased_137,paraphrased_138,paraphrased_139,paraphrased_140,paraphrased_141,paraphrased_142,paraphrased_143,paraphrased_144,paraphrased_145,paraphrased_146,paraphrased_147,paraphrased_148,paraphrased_149,paraphrased_150,paraphrased_151,paraphrased_152,paraphrased_153,paraphrased_154,paraphrased_155,paraphrased_156,paraphrased_157,paraphrased_158,paraphrased_159,paraphrased_160,paraphrased_161,paraphrased_162,paraphrased_163,paraphrased_164,paraphrased_165,paraphrased_166,paraphrased_167,paraphrased_168,paraphrased_169,paraphrased_170,paraphrased_171,paraphrased_172,paraphrased_173,paraphrased_174,paraphrased_175,paraphrased_176,paraphrased_177,paraphrased_178,paraphrased_179,paraphrased_180,paraphrased_181,paraphrased_182,paraphrased_183,paraphrased_184,paraphrased_185,paraphrased_186,paraphrased_187,paraphrased_188,paraphrased_189,paraphrased_190,paraphrased_191,paraphrased_192,paraphrased_193,paraphrased_194,paraphrased_195,paraphrased_196,paraphrased_197,paraphrased_198,paraphrased_199,paraphrased_200,paraphrased_201,paraphrased_202,paraphrased_203,paraphrased_204,paraphrased_205,paraphrased_206,paraphrased_207,paraphrased_208,paraphrased_209,paraphrased_210,paraphrased_211,paraphrased_212,paraphrased_213,paraphrased_214,paraphrased_215,paraphrased_216,paraphrased_217,paraphrased_218,paraphrased_219,paraphrased_220,paraphrased_221,paraphrased_222,paraphrased_223,paraphrased_224,paraphrased_225,paraphrased_226,paraphrased_227,paraphrased_228,paraphrased_229,paraphrased_230,paraphrased_231,paraphrased_232,paraphrased_233,paraphrased_234,paraphrased_235,paraphrased_236,paraphrased_237,paraphrased_238,paraphrased_239,paraphrased_240,paraphrased_241,paraphrased_242,paraphrased_243,paraphrased_244,paraphrased_245,paraphrased_246,paraphrased_247,paraphrased_248,paraphrased_249,paraphrased_250,paraphrased_251,paraphrased_252,paraphrased_253,paraphrased_254,paraphrased_255,paraphrased_256,paraphrased_257,paraphrased_258,paraphrased_259,paraphrased_260,paraphrased_261,paraphrased_262,paraphrased_263,paraphrased_264,paraphrased_265,paraphrased_266,paraphrased_267,paraphrased_268,paraphrased_269,paraphrased_270,paraphrased_271,paraphrased_272,paraphrased_273,paraphrased_274,paraphrased_275,paraphrased_276,paraphrased_277,paraphrased_278,paraphrased_279,paraphrased_280,paraphrased_281,paraphrased_282,paraphrased_283,paraphrased_284,paraphrased_285,paraphrased_286,paraphrased_287,paraphrased_288,paraphrased_289,paraphrased_290,paraphrased_291,paraphrased_292,paraphrased_293,paraphrased_294,paraphrased_295,paraphrased_296,paraphrased_297,paraphrased_298,paraphrased_299
2020-03-22 11:56:16,02909506-2fad-4062-bce6-cb73b87115a9,en,Will NHS workers be even more isolated because they are exposed to the virus on a daily basis?,en,Will NHS workers be even more isolated because they are exposed to the virus on a daily basis?,,will nhs workers be more more isolated because they are exposed to the virus on a daily basis,will the nhs workers be even more isolated because they are exposed to the virus on a daily basis,will nhs workers even even isolated because they are exposed to the virus on a daily basis,will nhs workers be even more isolated because they are exposed to the virus on a daily basis,Will NHS workers be even more isolated because they are exposed to the virus on a daily basis?,will nhs workers even be isolated because they are exposed to the virus on a daily basis,will nhs workers be more isolated because they are exposed to the virus on a daily basis,can nhs workers be more isolated because they are exposed to the virus on a daily basis,will nhs workers even more isolated because they are exposed to the virus on a daily basis,will nhs workers be even more isolated because they were exposed to the virus on a daily basis,can nhs workers be even more isolated because they are exposed to the virus on a daily basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 20:56:54,a0147f27-050a-456f-9d52-8f4b317ba678,zh,is the grocery open?,en,is the grocery store open?,is the grocery open?,is the grocery store open?,is the grocery store open yet,is the grocery open,is grocery store open now,is grocery store open,is the grocery store open,is the grocery store open now,are grocery stores open now,is the grocery open?,are grocery stores open,is the grocery stores open,is a grocery store open,is grocery stores open,are the grocery stores open,are groceries open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 17:39:34,83f51718-d521-4b00-9f0e-01e5b2f5d68f,en,Who is at risk?,en,Who is in danger?,Who is at risk?,who's at risk,people at risk,who in danger,whos on danger,who is on danger,who is in danger,who is in risk,who was at risk,who at risk,whos in danger,who's on danger,who plays in danger,who was in danger,Who is in danger?,who is at risk,who's in danger,Who is at risk?,who are the at risk,people who are at risk,whose in danger,who are at risk,whos at risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 14:09:58,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,How to protect my family from COVID-19?,en,How to protect my family from COVID-19?,,how can i protect my family from covid 19,how to protect your family from covid 19,protect your family from covid 19,protecting family from covid 19,protect family from covid 19,how to protect family from covid 19,how to protect a family from covid 19,How to protect my family from COVID-19?,protecting your family from covid 19,how to protect my family from covid 19,how to protect family in covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 14:57:53,3d85996f-39ac-4187-b904-94f9aaddb197,fr,est ce que corona est un etre humain?,fr,est ce que corona est un etre humain?,la couronne est-elle un être humain?,la couronne de l homme,corona est il un être humain,est ce que corona est un etre humain?,la couronne est un être humain,est ce que la couronne est un être humain,est ce que corona est un homme,corona est il un etre humain,la couronne est elle humaine,la couronne est elle un etre humain,la couronne est elle un être humain,est ce que corona est un être humain,corona est il un homme,corona est un etre humain,corona est t il un etre humain,est ce que la couronne est un etre humain,la couronne est-elle un être humain?,corona est t il un homme,l homme est la couronne,la couronne est un etre humain,corona est un homme,est ce que corona est un etre humain,l homme est il une couronne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 15:44:24,0ad487b2-a4ae-4137-a487-831f7af8827b,en,Is it true that warm kills Coronavirus?,en,Is it true that hot kills coronavirus?,Is it true that warm kills Coronavirus?,is it true that hot killed coronavirus,is it true that warm kills the corona virus,Is it true that hot kills coronavirus?,is it true hot kills coronavirus,is it true that hot kills a coronavirus,does it really hot kills coronavirus,is it true that hot kills the corona virus,is it true that hot killed by coronavirus,is it true that warm is killing the coronavirus,is it true that hot killed the coronavirus,Is it true that warm kills Coronavirus?,is it true that hot virus kills the coronavirus,is it true that warm killed coronavirus,is it true that warm kills coronavirus,is it true that hot kills coronavirus,warm it kills coronavirus,hot kills coronavirus,is it true that hot kills the coronavirus,is it true that warm kills the coronavirus,is it true that warm killed the coronavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 11:33:59,e0521f0d-4e1b-493b-afdb-b9da4f1b57b1,en,is coughing phlem a symptom?,en,is cough phlema a symptom?,is coughing phlem a symptom?,phlem cough symptoms,symptoms of cough phlema,symptoms of coughing phlema,cough phlema symptoms,signs of coughing phlem,is cough phlema a symptom?,signs and symptoms of coughing phlem,symptom of cough phlema,symptoms of cough phlem,symptoms of a phlem cough,symptoms coughing phlem,is coughing phlem a symptom?,signs of cough phlema,cough phlem symptoms,symptoms cough phlema,signs and symptoms of cough phlema,symptoms of a cough phlema,coughing phlem symptoms,symptoms of coughing phlem,symptoms of phlem cough,coughing phlema symptoms,cough phlema symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 17:08:24,fbe0d280-9d4b-4180-97f6-4165f7b7447e,fr,Quelles sont les prestations?,fr,Quelles sont les prestations?,Quels sont les bénéfices?,quels sont les benefices,quels sont les prestations,quel sont les benefice,quel sont les prestations,quel sont les prestation,quelle sont les prestations,quels sont les differentes prestations,quel est le bénéfice,quelles sont les prestations,quelles sont les differentes prestations,quel sont les benefices,quels sont les différentes prestations,Quelles sont les prestations?,quel sont les bénéfices,quelles sont les différentes prestations,quelle sont les bénéfices,Quels sont les bénéfices?,quelle sont les prestation,qu est qu un bénéfice,quels sont les bénéfices,quelle sont les benefices,quel sont les bénéfice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 10:26:03,63e434b5-3732-4fe0-86d4-27c80650676d,zh,what's is COVID-19?,en,what is COVID-19?,what's is COVID-19?,what's is COVID-19?,what is the meaning of covid 19,whats covid 19,covid 19 definition,covid 19 meaning,meaning of covid 19,what is a covid 19,what is the covid 19,what is COVID-19?,covid 19 what is it,whats a covid 19,what does covid 19 mean,definition of covid 19,what is covid 19,covid 19 what does it mean,define covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 10:50:43,e48f28d5-ea78-4046-ba58-6eac5127b7a0,en,How many people are infected in Lithuania?,en,How many people are infected in Lithuania?,,how many people were infected in lithuania,how many people have been infected in lithuania,how many people in lithuania are infected,number of people infected in lithuania,how many people infected in lithuania,how many people got infected in lithuania,How many people are infected in Lithuania?,how many people are infected in lithuania,how many people in lithuania,how many infected in lithuania,how many people are infected with lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 12:15:21,8cc248fb-d15f-4ad3-afca-749df995bfd3,en,What are the best food to get good immune,en,What are the best food to get good immune,What are the best foods to get good immunity,what are the best foods for your immune system,what are the best foods to boost your immune system,what is the best food to boost your immune system,What are the best food to get good immune,what is the best food for the immune system,what's the best food to boost your immune system,what are the best foods to eat to boost your immune system,what foods can i eat to boost my immune system,what is the best food for immune system,what are the best foods for the immune system,what are the best foods for immune system,what foods are best for your immune system,what foods are best for immune system,best foods to help immune system,what are the best foods to boost immune system,what are the best foods to boost the immune system,What are the best foods to get good immunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 19:53:40,9410efa1-ed15-44ed-a9c9-314a8eaf641e,en,when is this pandemic going to end?,en,when is this pandemic going to end?,when will this pandemic end?,when is this pandemic going to end?,when does the pandemic end,when is pandemic going to end,when is the end of pandemic,when is the pandemic ending,when will this pandemic end,when is pandemic ending,pandemic when will it end,pandemic end date,when does pandemic end,when will pandemic end,when will this pandemic end?,when pandemic will end,when is the end of the pandemic,when will the pandemic end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 13:13:44,b649bfc4-8d01-48c2-9722-8cfeb94e6dd3,en,"How can I make sure, I am buying from grocery is safe from COVID-19 ",en,"How can I make sure, I am buying from grocery is safe from COVID-19 ",How can I make sure that I buy at the grocery store is safe from COVID-19,how to make sure that i bought at the grocery store is safe from covid 19,how can i make sure i m buying from grocery is safe from covid 19,how to make sure you are buying from grocery is safe from covid 19,how to make sure i m buying from the grocery is safe from covid 19,how to make sure i am buying from grocery is safe from covid 19,how do you make sure that you buy at the grocery store is safe from covid 19,how can i make sure i am buying from the grocery is safe from covid 19,how to make sure that you bought at the grocery store is safe from covid 19,how do i make sure that i bought at the grocery store is safe from covid 19,how can i make sure i am buying from grocery is safe from covid 19,how to make sure that you buy at the grocery store is safe from covid 19,how to make sure i am buying from the grocery is safe from covid 19,how to make sure you bought at the grocery store is safe from covid 19,how do i make sure that i buy at the grocery store is safe from covid 19,how to make sure i m buying from grocery is safe from covid 19,how do i make sure i am buying from grocery is safe from covid 19,how to make sure that i buy at the grocery store is safe from covid 19,How can I make sure that I buy at the grocery store is safe from COVID-19,how can i make sure that i buy at the grocery store is safe from covid 19,how can i make sure that i bought at the grocery store is safe from covid 19,how can i make sure i m buying from the grocery is safe from covid 19,"How can I make sure, I am buying from grocery is safe from COVID-19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 8:53:51,50c969c3-aaeb-48e0-8bef-b12834c50217,fr,Que dois je faire si je pense être malade?,fr,Que dois-je faire si je pense que je suis malade?,Que dois je faire si je pense être malade?,que faut il faire quand on est malade,que faire lorsque je suis malade,que faire quand on pense qu on est malade,je pense que je suis malade comment faire,je pense etre malade que faire,quand on pense que je suis malade,quoi faire quand on est malade,que faire lorsqu on est malade,que faire quand on pense etre malade,je pense que je suis malade que dois je faire,que dois je faire quand je suis malade,que faire quand on est malade,je ne sais pas si je suis malade,je pense etre malade,je pense que je suis malade que faire,que faire quand on n est malade,quand on pense qu on est malade,Que dois-je faire si je pense que je suis malade?,Que dois je faire si je pense être malade?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 9:44:42,fd99bd38-a8cb-4e20-940f-0c41b8ee316a,fr,tousse,fr,tousse,la toux,des toux,les toux,une tousse,tousser,grosse toux,le toux,la toux,une toux,un toux,tousse,la tousse,toux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 6:46:17,ec0e1c90-0df4-47bc-8a1f-9a2b67fcbac0,fr,Combien de temps le virus reste-t-il sur les fruits et les legumes?,fr,Combien de temps le virus reste-t-il sur les fruits et les legumes?,Combien de temps le virus reste-t-il sur les fruits et légumes?,combien de temps un virus reste sur les fruits et les légumes,Combien de temps le virus reste-t-il sur les fruits et légumes?,combien de temps un virus sur les fruits et légumes,combien de temps un virus reste t il sur les fruits et légumes,combien de temps un virus peut il rester sur les fruits et legumes,combien de temps un virus reste sur les fruits et legumes,combien de temps un virus reste dans les fruits et légumes,combien de temps un virus reste sur les fruits et les legumes,combien de temps un virus peut il rester sur les fruits et légumes,combien de temps un virus reste t il sur les fruits et les légumes,combien de temps un virus reste dans les fruits et legumes,combien de temps un virus reste sur les fruits et légumes,combien de temps un virus peut il rester sur les fruits et les légumes,Combien de temps le virus reste-t-il sur les fruits et les legumes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 16:52:54,e646d4c4-288a-4f52-84ef-c91bda4ff28e,fr,Quand est-ce que ce virus a été découvert,fr,Quand est-ce que ce virus a été découvert,Quand ce virus a-t-il été découvert,quand a ton decouvert le virus,quand a ton découvert le virus,quand a ete decouvert le virus,quand a t on découvert le virus,quand a t on decouvert le virus,quand a t on decouvert les virus,quand a ton decouvert un virus,quand a été decouvert le virus,qui a decouvert le virus,quand a t on decouvert un virus,Quand ce virus a-t-il été découvert,quand a t on découvert les virus,quand a été découvert le virus,Quand est-ce que ce virus a été découvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 16:53:35,766e8a63-b4bf-4c18-9d61-19eaa16ae511,fr,Combien de mort y a t'il au Québec présentement ?,fr,Combien de mort y a t'il au Québec présentement ?,Combien de décès y a-t-il actuellement au Québec?,combien de deces au quebec,combien de mort y a t il au quebec,combien de décès au québec,nombre de décès québec,Combien de mort y a t'il au Québec présentement ?,nombre de deces au quebec,combien de morts au québec,combien de morts y a t il au québec,combien y a t il de mort au quebec,combien y a t il de morts au quebec,combien de mort par jour au quebec,combien de deces par jour au quebec,nombre de deces quebec,nombre de décès au quebec,combien de morts au quebec,nombre de décès au québec,combien de morts y a t il au quebec,combien y a t il de morts au québec,combien y a t il de mort au québec,Combien de décès y a-t-il actuellement au Québec?,combien de mort au quebec,combien y a t il de mort par jour au quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 13:59:40,44e53980-fe10-4d87-98ae-a7c7873e1edf,en,"How long could the virus stay alive on doorknobs, traffic signal buttons, stair rails?",en,"How long could the virus stay alive on doorknobs, traffic signal buttons, stair rails?","How long could the virus stay alive on doorknobs, traffic light knobs, stair railings?",how long can the virus stay alive on doorknobs,how long will the virus stay alive on doorknobs,how long can virus survive on doorknobs,how long could the virus stay alive on a doorknobs,how long can the virus stay alive on a doorknobs traffic signal buttons,how long does the virus stay alive on doorknobs,how long would the virus stay alive on doorknobs,how long can the virus stay alive on the doorknobs,how long can the virus stay alive on a doorknob,how long can a virus survive on doorknobs,how long would the virus stay alive on the doorknobs,how long can a virus stay alive on a doorknobs,how long would the virus stay alive on a doorknobs,how long can the virus stay alive on a doorknobs,how long does the virus stay alive on a doorknobs,"How long could the virus stay alive on doorknobs, traffic signal buttons, stair rails?","How long could the virus stay alive on doorknobs, traffic light knobs, stair railings?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
